,F,I,tfidf,H,H-tilde,H-tilde_std,N
LPCAT1,3.4179605960202445e-05,0.3407540509399549,2.569138376343362,10.147006462276588,10.487760513216543,0.016083793690494893,1707
LPCAT2,2.7832250899051785e-06,0.44107085589186124,5.629210534488342,6.656605371237965,7.097676227129826,0.017640450731188508,139
LPCAT3,8.517870167234985e-05,0.24210272001912436,1.7202260765902582,11.247316673036506,11.48941939305563,0.013353151541717907,4254
LPCAT4,1.69996985707158e-05,0.28126079697570283,3.0872196361715036,9.318775919067978,9.60003671604368,0.016917705351928904,849
LPGAT1,8.19950125407317e-05,0.28258109190575276,1.8135308610286207,11.1695402450799,11.452121336985654,0.013493225001148022,4095
LPIN1,5.2220511039371985e-05,0.2809656596175767,2.11732508228237,10.700427434247882,10.981393093865458,0.01516718062949849,2608
LPIN2,2.3667424865236843e-05,0.19583816345761385,2.638863560330002,9.834059085374841,10.029897248832455,0.016966513361100527,1182
LPIN3,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
LPL,1.6619257731088477e-06,1.080671359722496,8.965219594670458,5.28113596725691,6.361807326979406,0.018059032271140994,83
LPO,6.00696062569463e-08,-0.002000000000001556,7.957294030001009,1.584962500721156,1.5829625007211545,0.03646002377103095,3
LPP,8.19149197323891e-05,0.36249059841350295,1.93342984821954,11.089608465095708,11.45209906350921,0.013948052787100223,4091
LPPR2,6.685747176398123e-05,0.27141015571745974,1.94641095672154,10.975118887994682,11.246529043712142,0.014688088539654264,3339
LPPR3,6.00696062569463e-08,-0.0006666666666681476,7.957294030001009,1.584962500721156,1.584295834054488,0.021071307506904148,3
LPPR4,5.406264563125167e-06,0.31345020846541605,4.367767099757638,7.722095458121879,8.035545666587295,0.016997964733996108,270
LPPR5,2.0223434106505254e-06,0.3236756808324728,5.404156526325311,6.317968631498326,6.641644312330799,0.01847419315950688,101
LPXN,7.448631175861341e-06,0.7363225574391334,5.025703133562487,7.746140764756142,8.482463322195276,0.01634724141107832,372
LRAT,8.60997689682897e-07,0.4964102435916571,6.99324909247874,4.923714976226823,5.42012521981848,0.017188925667602377,43
LRBA,4.667408406164727e-05,0.3903428190126714,2.447291397249386,10.463553953854625,10.853896772867296,0.016048706382448808,2331
LRCH1,9.711253011539651e-06,0.2444801164839081,3.561119811061554,8.603688849396557,8.848168965880465,0.017040638871266306,485
LRCH2,5.02582372349784e-06,0.27255563308620623,4.302336469422816,7.660630804877833,7.933186437964039,0.01737622209696325,251
LRCH3,1.9262320406394114e-05,0.20989060167997842,2.8363445127558,9.555217807768608,9.765108409448587,0.017102022104600677,962
LRCH4,2.2826450377639593e-05,0.0775980005160033,2.438162816556519,9.906323185793207,9.98392118630921,0.016536829542844914,1140
LRFN1,1.4817169543380087e-06,0.29620780712375083,5.662183115826549,5.901954885869984,6.198162692993735,0.017417133601531447,74
LRFN2,4.244918842157538e-06,0.2456712068798952,4.425466081221458,7.449526350748794,7.695197557628689,0.017131155994992125,212
LRFN3,1.6138700881032906e-05,0.09259809997377744,2.7456636400475065,9.440455891452173,9.53305399142595,0.017214404153899614,806
LRFN4,2.5429466648773933e-06,0.07450154517703655,4.471361183307372,6.894196497795788,6.968698042972824,0.017719272562213027,127
LRFN5,3.08357312118991e-06,0.488131591003488,5.477798705721744,6.754488794009309,7.242620385012797,0.017797881941387657,154
LRG1,1.6959652166544504e-05,0.8536810394234351,4.5169259452153065,8.744873199097707,9.598554238521142,0.01666655972394991,847
LRGUK,1.802088187708389e-07,-0.0011111111111143934,6.8586817413329,3.169925001442312,3.1688138903311978,0.015674151095057154,9
LRIF1,1.6499118518574582e-05,0.5716464553952338,3.685416941143466,8.990352034108987,9.561998489504221,0.016340248863757807,824
LRIG1,1.7239976995743586e-05,0.2143953556204785,2.9501547033066315,9.405992307728301,9.62038766334878,0.017170414132005093,861
LRIG2,4.244918842157538e-06,0.15361353645863574,4.166641551865375,7.541553591335242,7.695167127793877,0.017193974226587822,212
LRIG3,1.1533364401333689e-05,0.3124072551185879,3.568133997715044,8.769459219323565,9.081866474442153,0.017061070512769987,576
LRIT3,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
LRMP,1.0612297105393845e-06,0.9214551873366261,8.329416789443552,4.798465267226594,5.71992045456322,0.01741810927484958,53
LRP1,3.23975409745797e-05,1.3246877574696452,4.882414073228642,9.098529263832841,10.423217021302486,0.01578843758852083,1618
LRP10,0.00022752364529922693,0.1708256787335216,1.0378652183532773,12.077574017848324,12.248399696581846,0.010017443868096892,11363
LRP11,7.172310987079388e-05,0.3297916321917569,1.9929643456552337,10.990460590636141,11.320252222827898,0.0139559736229934,3582
LRP12,1.6038584870604663e-05,0.5896674987832995,3.999157127990044,8.93404186374305,9.523709362526349,0.01667295835607349,801
LRP1B,1.4016241459954136e-07,-0.0011428571428400147,7.109996169613805,2.807354922057604,2.806212064914764,0.018033981527483048,7
LRP2,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
LRP2BP,3.5040603649885343e-06,0.23211188288134021,4.604293918453723,7.191155254664746,7.423267137546087,0.017605473353264917,175
LRP3,3.2237355357894515e-05,0.13641520309282384,2.249974356445753,10.28192823382317,10.418343436915993,0.015649019205151563,1610
LRP4,2.0824130169074717e-06,0.20282565338609526,5.058321611329566,6.481642722927981,6.684468376314077,0.016735987717447286,104
LRP5,5.2841230304027095e-05,0.7101271332980836,2.792908421234686,10.283751070886796,10.99387820418488,0.015207064500697937,2639
LRP5L,7.348515165433097e-06,0.18075873353723182,3.6801419631594627,8.282525762356418,8.46328449589365,0.017061893293519925,367
LRP6,1.4977355160065277e-05,0.32071097127424864,3.3301204722565694,9.11292718041224,9.43363815168649,0.01658318639100541,748
LRP8,4.1247796296436455e-06,0.2709390653222794,4.5477102197044275,7.3842448839478285,7.655183949270108,0.01734275023674386,206
LRPAP1,0.00022884517663687975,0.2426755653396242,1.1622010082901846,12.008510290132662,12.251185855472286,0.009991206552600686,11429
LRPPRC,3.770368952727663e-05,0.21239502184421788,2.2629992889498918,10.392649530470457,10.605044552314675,0.01590694784933956,1883
LRR1,4.405104458842729e-06,0.21718195740556911,4.32387330853954,7.529042554414083,7.746224511819652,0.017348998140332084,220
LRRC1,1.5838352849748175e-05,0.32191867764890425,3.2415819274695337,9.186355562065463,9.508274239714368,0.016701286391180372,791
LRRC10B,3.121617205152643e-05,0.501616246652322,3.0062918225092745,9.876024274152444,10.377640520804766,0.01661179472434828,1559
LRRC14,1.1052807551278118e-05,0.11931803177687428,3.1452940341693694,8.904486068221845,9.023804099998719,0.017342961612570307,552
LRRC15,2.803248291990827e-07,0.8269743196026575,9.454649715945102,2.9780948881692604,3.805069207771918,0.017925013866094634,14
LRRC16A,8.069350440516453e-06,0.16768613034928137,3.5614243004537003,8.425691456551565,8.593377586900846,0.016853952521901815,403
LRRC16B,1.3215313376528185e-06,-0.009750148106014045,4.866251576642694,6.044394119358453,6.034643971252439,0.017468009425620743,66
LRRC17,6.00696062569463e-07,0.2207629167388072,6.4000771696275445,4.681727678869737,4.902490595608544,0.016552139832149693,30
LRRC19,1.0812529126250334e-06,0.46584519397112967,6.4698341131033255,5.280634900785008,5.746480094756138,0.0169511117842972,54
LRRC2,1.201392125138926e-06,0.12424150374982279,5.389879958500681,5.773557262275185,5.897798766025008,0.01728548685399555,60
LRRC20,1.0271902669937817e-05,0.3538714734553423,3.7667102331434585,8.570674975628394,8.924546449083737,0.01686305804507506,513
LRRC23,2.3947749694435925e-05,0.2618229031926802,2.7479132920558245,9.784176671647804,10.045999574840485,0.0165542445590918,1196
LRRC24,1.2114037261817504e-05,0.14918898141428016,3.136545683967725,9.000279307361415,9.149468288775696,0.017120362881989332,605
LRRC25,9.41090498025492e-07,0.9212263930731499,9.6076423214005,4.626724160732174,5.5479505538053235,0.017109558285209818,47
LRRC26,4.605336479699216e-07,0.17043478260868827,6.583896631511953,4.349648912578752,4.520083695187441,0.017478044568687498,23
LRRC27,5.966914221523333e-06,0.12951107908969206,3.7620420805797776,8.04378374695045,8.173294826040141,0.0168725291105466,298
LRRC28,1.1773642826361474e-05,0.19900167489321774,3.261676781229341,8.910490201949786,9.109491876843004,0.016931185418242286,588
LRRC29,5.526403775639059e-06,0.10816223361992439,3.785004567485615,7.958126721255245,8.06628895487517,0.017803747699539848,276
LRRC3,1.0612297105393845e-06,0.1571345776351416,5.5856440630530635,5.562733897918605,5.719868475553747,0.017904549161846695,53
LRRC32,1.8981995577195032e-05,1.6861143687680364,8.408530499973354,8.059856655902031,9.745971024670068,0.017232990829913107,948
LRRC34,2.7632018878195296e-06,0.16745417889475345,4.667262209828967,6.92011865967672,7.087572838571473,0.016829044120747146,138
LRRC36,4.244918842157538e-06,0.2548764416676441,4.425466081221458,7.440092388484643,7.694968830152287,0.017441788480800163,212
LRRC37A,3.2037123337038027e-07,-0.0018749999999978506,6.283317596429337,4.0,3.998125000000002,0.015194057226363366,16
LRRC37A11P,6.00696062569463e-08,-0.0006666666666683696,7.957294030001009,1.584962500721156,1.5842958340544877,0.021071307506925225,3
LRRC37A2,1.9422506023079305e-06,0.04779613981949282,4.656631053518236,6.538057172084035,6.585853311903528,0.01718981142390074,97
LRRC37A3,3.824431598358915e-06,0.20524733443505472,4.404356502289422,7.343110045301908,7.548357379736963,0.0170419015929678,191
LRRC37A4P,1.361577741824116e-06,0.020135957536759008,4.923619873894245,6.058051076544457,6.078187034081216,0.016512271461643812,68
LRRC37A5P,1.201392125138926e-07,-0.00033333333331642123,7.2641468494410635,2.584962500721156,2.5846291673878397,0.01053565374756146,6
LRRC37B,6.187169444465469e-06,0.11314043532862428,3.6900206868973497,8.111237218828883,8.224377654157507,0.016800966544329048,309
LRRC37BP1,1.0091693851166977e-05,0.13641620966673784,3.280710101711928,8.763441753835595,8.899857963502333,0.017768012005609655,504
LRRC39,8.810208917685457e-07,0.08384647982946003,5.571486067070787,5.3685225277282065,5.4523690075576665,0.017634377162832008,44
LRRC4,2.0563828541961283e-05,0.5809954562687683,3.6312902838068353,9.269277627038694,9.850273083307462,0.016042074943825473,1027
LRRC40,7.568770388375234e-06,0.1701067530579703,3.643644553544154,8.334029031346759,8.50413578440473,0.017513946835252692,378
LRRC41,7.14828314457661e-05,0.07402254267413255,1.5580465132333188,11.24179608943252,11.315818632106653,0.014588076116691908,3570
LRRC42,3.946573131081372e-05,0.17974364231661966,2.1676716540056478,10.479931202831507,10.659674845148126,0.015490383829667474,1971
LRRC45,3.744338790016319e-06,0.08906485461202784,4.128261218857903,7.429247401064107,7.518312255676135,0.016578109316488645,187
LRRC46,8.810208917685457e-07,0.03854545454541025,5.417838905370337,5.4139770731827515,5.452522527728162,0.01706187088932214,44
LRRC47,7.108236740405312e-06,0.047737456160765745,3.408656685022103,8.37026676368782,8.418004219848585,0.01739753616513135,355
LRRC48,1.2414385293102235e-06,0.054826534072550004,5.126947148328586,5.889680181354617,5.944506715427167,0.01776905933434221,62
LRRC49,5.2661021485256255e-06,0.15725548785655707,3.960067960648657,7.840194036796141,7.997449524652698,0.01749472239189938,263
LRRC4B,2.4228074523635006e-06,0.29706705480550966,5.1938102619725965,6.602626357055666,6.8996934118611755,0.018155535419948025,121
LRRC4C,5.206032542268679e-07,0.07307692307690505,6.070511713552955,4.623516641218015,4.69659356429492,0.01745662418684905,26
LRRC55,1.4016241459954136e-07,0.28485714285716,8.474837991014574,2.5216406363433186,2.8064977792004786,0.015625724470995184,7
LRRC56,1.8621577939653353e-06,0.16611422408233523,5.047443773913278,6.358998730439606,6.5251129545219415,0.01624530900323795,93
LRRC57,8.609976896828969e-06,0.105259340095186,3.360936106674136,8.577239884463118,8.682499224558304,0.017089151851464007,430
LRRC58,3.500055724571405e-05,0.2270078211403881,2.349773029930523,10.290346626263647,10.517354447404035,0.015878632652535498,1748
LRRC59,7.62483535421505e-05,0.38361337224815983,1.9954767336968897,10.997443568444673,11.381056940692833,0.014145926517870664,3808
LRRC6,3.784385194187617e-06,0.3515102319694652,4.853484031142955,7.1810831648702385,7.532593396839704,0.017382726837748975,189
LRRC61,3.163665929532505e-05,0.303125283130683,2.5120281305907017,10.090813497237585,10.393938780368268,0.01601468466470459,1580
LRRC66,2.402784250277852e-07,-0.0025000000000927614,6.570999668881119,3.584962500721156,3.5824625007210633,0.021586389762112895,12
LRRC69,8.60997689682897e-07,0.24309040702715823,6.131257021961514,5.176151091861087,5.419241498888245,0.01741542177966688,43
LRRC7,6.00696062569463e-08,-1.5543122344752192e-15,7.957294030001009,1.584962500721156,1.5849625007211545,2.2598729860936256e-07,3
LRRC70,4.805568500555704e-07,0.2767869792568485,6.87015300679508,4.303508854797678,4.580295834054526,0.01916014382156578,24
LRRC73,1.5538004818463444e-05,0.22334145728642518,3.0657495755094377,9.25931521006883,9.482656667355256,0.016855743674003866,776
LRRC74A,6.00696062569463e-08,0.6659999999999985,12.54413870716376,0.9182958340544894,1.584295834054488,0.021071307506904148,3
LRRC75A,5.145962936011733e-06,0.13808774455172035,3.954488877141172,7.82663622234563,7.96472396689735,0.018094644659933035,257
LRRC75B,3.4840371629028854e-06,0.1935331653386445,4.468286885814149,7.223031642363151,7.416564807701795,0.017604510100436857,174
LRRC8A,2.4608515363262335e-05,0.47315320931328664,3.178619137910169,9.60708726423563,10.080240473548917,0.016853852171809104,1229
LRRC8B,1.637897930606069e-05,0.2285410417336422,3.017031764923852,9.323814773179338,9.55235581491298,0.01708244720698693,818
LRRC8C,5.566450179810357e-06,0.5388870177535674,5.031030978963648,7.536518759780216,8.075405777533783,0.017362627609886265,278
LRRC8D,2.7091392421882782e-05,0.4186495633648004,2.9495418799053272,9.78369349878467,10.20234306214947,0.017037239483652936,1353
LRRC8E,3.1035963232755586e-06,0.33154069647557893,4.993827996716139,6.920515273153181,7.25205596962876,0.017380847728648712,155
LRRC9,4.204872437986241e-07,0.22299464296022453,6.7547796910292774,4.165894208390024,4.388888851350249,0.017741913923987218,21
LRRCC1,3.3238515462176954e-06,0.14844882855184327,4.403396594990736,7.20181721747847,7.350266046030313,0.01766092971982971,166
LRRD1,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
LRRFIP1,0.00010742447918950563,0.4810680772946281,1.9611155692450726,11.221597855055828,11.702665932350456,0.013027994788798474,5365
LRRFIP2,4.8075708207642686e-05,0.32306007918721136,2.2564982333031773,10.565344757381903,10.888404836569114,0.015141306883282718,2401
LRRIQ1,8.810208917685457e-07,0.17604545454540776,5.903729551010701,5.277613436819116,5.453658891364523,0.0163175487413758,44
LRRIQ3,1.361577741824116e-06,0.19504772224264766,5.512495195175654,5.8815804883091625,6.07662821055181,0.01754752066653318,68
LRRK1,2.7832250899051785e-06,0.15625938427793074,4.609676954939082,6.940848356880605,7.097107741158536,0.01769639339436474,139
LRRK2,1.281484933481521e-06,0.6080902344426207,7.088692720965529,5.382659765557392,5.990750000000013,0.01689766996466622,64
LRRN1,7.809048813403019e-07,0.11525352569658676,5.739312103647861,5.163482026499083,5.27873555219567,0.018425891499719897,39
LRRN2,3.3638979503889928e-06,0.2263022069579037,4.607166213135409,7.140742050716318,7.367044257674221,0.017776878288179632,168
LRRN3,3.824431598358915e-06,0.4408535916138536,5.108461311484445,7.1074055949948205,7.548259186608674,0.017202730463855197,191
LRRN4,3.804408396273266e-07,0.3124210526316027,7.461439645759838,3.9321380397593746,4.244559092390977,0.018526315779696254,19
LRRN4CL,6.00696062569463e-08,-0.0006666666666683696,7.957294030001009,1.584962500721156,1.5842958340544877,0.021071307506925225,3
LRRTM1,8.209512855115994e-07,0.5666590272396359,7.435441409082028,4.784142858171085,5.350801885410721,0.018543254365944728,41
LRRTM2,2.823271494076476e-06,0.23293026179051513,4.864754445730365,6.8842322034626235,7.117162465253139,0.017888891980962062,141
LRRTM3,5.386241361039518e-06,0.3472515589230589,4.504011435622623,7.682877511207252,8.030129070130311,0.016852462307448374,269
LRRTM4,2.683109079476935e-06,0.3445933649898434,5.1893981959653495,6.700271653079758,7.0448650180696015,0.017841355508531925,134
LRSAM1,1.7640441037456563e-05,0.1405910868918916,2.7619354000169327,9.510122354216772,9.650713441108664,0.016500126653812956,881
LRTM1,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
LRTM2,1.3816009439097648e-06,0.04668471177526001,4.996026048510338,6.050553442285415,6.097238154060675,0.01867344924480828,69
LRTOMT,6.026983827780279e-06,0.06674135826330385,3.6108681557495834,8.120662866128473,8.187404224391777,0.0174858169324819,301
LRWD1,1.169355001801888e-05,0.07248987540694074,3.0047209869298945,9.027573039184531,9.100062914591472,0.017076090442427465,584
LSAMP,3.2437587378751e-05,0.5511089105854552,3.047954976063301,9.87363245665873,10.424741367244184,0.016111006788723452,1620
LSG1,5.5464269777247086e-06,0.12151918981632015,3.8178668559312228,7.94944694942707,8.07096613924339,0.016903471589180746,277
LSM1,4.707454810336025e-05,0.09395699420501202,1.8902262914891916,10.770033630927477,10.86399062513249,0.015510934035388977,2351
LSM10,3.7943967952304415e-05,0.15006049174309233,2.133897948768365,10.463922583433051,10.613983075176144,0.016222898052055165,1895
LSM11,3.5641299712454806e-06,0.14134721629154967,4.326771711530672,7.307194105123701,7.4485413214152505,0.017573323162029343,178
LSM12,4.987779639535108e-05,0.1611781847901046,1.9679346173133718,10.767971815050664,10.929149999840769,0.014799523403143413,2491
LSM14A,6.793872467660627e-05,0.16486968836415095,1.7454882594842305,11.099018734904734,11.263888423268885,0.01425124880836755,3393
LSM14B,6.00696062569463e-07,0.12953333333336037,6.132537651957765,4.773557262275185,4.903090595608545,0.015741099768074203,30
LSM2,6.984092887474289e-05,0.07262094125978535,1.5831210915064218,11.218794939841377,11.291415881101162,0.014567562630215318,3488
LSM3,8.84424836123106e-05,0.17008020472680663,1.5778909735258158,11.355427515628643,11.52550772035545,0.01398898475690542,4417
LSM4,0.00010914647456887143,0.16658374011804078,1.4269977705278996,11.549652577824007,11.716236317942048,0.012856476055867106,5451
LSM5,5.1039142116318703e-05,0.07693579526973338,1.800777964520829,10.878543472790437,10.95547926806017,0.015340750403980087,2549
LSM6,3.245761058083665e-05,0.12128079318688734,2.224099816829466,10.304931338156196,10.426212131343084,0.015699428530692693,1621
LSM7,0.00013039109198174478,0.07886561677355175,1.1994738093694508,11.787318183862311,11.866183800635863,0.012080307362073803,6512
LSM8,3.65823902104803e-05,0.1944087241430008,2.257928738908362,10.375086811584323,10.569495535727324,0.016335134099816056,1827
LSMEM1,8.409744875972482e-07,0.23228571428562184,6.180797650082312,5.154222184683523,5.386507898969144,0.016708518912149365,42
LSMEM2,1.4016241459954136e-07,0.2845714285714456,8.474837991014574,2.5216406363433186,2.806212064914764,0.018033981527483048,7
LSP1,6.767842304949283e-06,2.559442183285972,14.170073689113519,5.788824777846953,8.348266961132925,0.01695032905895471,338
LSR,8.53188640869494e-05,0.36697140732751343,1.8817807480006223,11.12488971754627,11.491861124873784,0.013503570697477367,4261
LSS,1.854148513131076e-05,0.19552580847191514,2.84004694281185,9.519724903194247,9.715250711666162,0.016900082884151704,926
LST1,1.1413225188819798e-06,1.2025402652832975,11.181061994996924,4.622020715767305,5.8245609810506025,0.017342855147362012,57
LTA,6.00696062569463e-08,-0.0013333333333349628,7.957294030001009,1.584962500721156,1.5836291673878211,0.029784410539108058,3
LTA4H,5.384239040830953e-05,0.33029421508321377,2.185018860110749,10.685015046100867,11.01530926118408,0.015164147208674827,2689
LTB,4.4912042278110184e-05,3.018726407845085,15.656293714730282,7.791500669247117,10.810227077092202,0.01589453014015622,2243
LTB4R,2.122459421078769e-06,0.02080845507056761,4.496352254518665,6.6901846055065946,6.710993060577162,0.018142250610805537,106
LTB4R2,1.0612297105393845e-06,0.19468174744646038,5.72477877731969,5.524998048862002,5.719679796308462,0.017373395201920685,53
LTBP1,1.9742877256449685e-05,1.526551627019316,6.88234757143293,8.270225495862926,9.796777122882242,0.015902988077162377,986
LTBP2,6.687749496606688e-06,1.503626987199783,9.159485209447777,6.8287166819945755,8.332343669194358,0.01730661568237635,334
LTBP3,7.847092897365752e-05,0.26883204453939413,1.8002195330707358,11.141231129716958,11.410063174256353,0.013970218574061671,3919
LTBP4,2.078408376490342e-05,0.692520510639973,3.7441922576888182,9.171187012782259,9.863707523422232,0.016824498559550965,1038
LTBR,7.578781989418058e-05,0.1447328034181954,1.6291086828915926,11.230502113812658,11.375234917230854,0.014005836814118964,3785
LTC4S,3.844454800444563e-06,0.8488250644635631,6.245349081759921,6.705307016400421,7.554132080863984,0.018107735790220274,192
LTF,2.4628538565347985e-06,0.8380266991685961,7.186090014142677,6.085733383507906,6.923760082676502,0.01705248252297183,123
LTK,2.2025522294213642e-07,-0.0018181818182214649,6.658011045870748,3.4594316186372973,3.457613436819076,0.018090680680888843,11
LTN1,1.2934988547329104e-05,0.17261851274800044,3.139243809077699,9.065221120927701,9.237839633675701,0.016996184900208985,646
LTV1,1.8100974685426485e-05,0.3074410343919318,3.085480515690878,9.37669763336881,9.684138667760742,0.017019080223964228,904
LUC7L,2.546951305294523e-05,0.15482514146920145,2.4766844364109093,9.969044580638318,10.12386972210752,0.01609403704840263,1272
LUC7L2,8.009280834259507e-08,1.3322676295501878e-15,7.669611957549228,2.0,2.0000000000000013,0.0,4
LUC7L3,8.211515175324559e-05,0.200867569098504,1.6696661656679623,11.252797093688748,11.453664662787252,0.013936563625183675,4101
LUCAT1,1.46169375225236e-06,0.15210596352724792,5.285650746974705,6.025440997236182,6.17754696076343,0.017989261644237364,73
LUM,1.8381299514625567e-05,2.8627943725269347,19.839675032270605,6.8403619217691105,9.703156294296045,0.016217150437964522,918
LURAP1,8.810208917685457e-07,0.4201565341400464,6.688473464704789,5.033184175406309,5.453340709546356,0.016137579983166707,44
LURAP1L,4.0026380969211885e-05,0.8407674555715374,3.588672002023378,9.836417082030978,10.677184537602516,0.015598645096457161,1999
LUZP1,6.567610284092795e-06,0.3118985637447773,4.140771149094521,7.994687522884383,8.30658608662916,0.01728902654823124,328
LUZP2,4.805568500555704e-07,0.07891666666670272,6.177821324598229,4.501629167387823,4.580545834054526,0.018669456640828246,24
LUZP6,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
LVCAT1,6.00696062569463e-08,0.6659999999999983,12.54413870716376,0.9182958340544894,1.5842958340544877,0.021071307506925225,3
LVRN,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
LXN,1.0652343509565144e-05,0.6334587797314803,4.1863032213353195,8.3407447803382,8.97420356006968,0.01723924704256368,532
LY6D,4.805568500555704e-07,3.438223288922029,63.65835224000807,1.1431558784658318,4.581379167387861,0.016904757717348277,24
LY6E,4.897675230149688e-05,0.8568032500849085,3.340754872643453,10.052679785875718,10.909483035960626,0.015386474036848887,2446
LY6G5B,1.0011601042824382e-06,0.2319200000001045,5.990587141762338,5.403856189774724,5.635776189774829,0.017490385888670433,50
LY6G5C,3.984617215044104e-06,0.3771657028451463,4.8746523870611735,7.228989366881519,7.6061550697266656,0.016987547457000145,199
LY6G6C,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
LY6H,1.5958492062262066e-05,0.9084549539147506,5.023302103396456,8.60969620716533,9.51815116108008,0.016412842433974353,797
LY6K,5.386241361039518e-06,1.0849612615908706,5.693192312628215,6.9458591130003535,8.030820374591224,0.01759514211737581,269
LY75,2.3627378461065543e-06,0.13449534851678546,4.724934821100157,6.730100676480486,6.8645960249972715,0.017329019964621894,118
LY75-CD302,1.4016241459954137e-06,0.10311428571419157,5.1611759146210385,6.0149973026592525,6.118111588373444,0.018117958198907044,70
LY9,2.803248291990827e-07,-0.0018571428571143578,6.41684898905386,3.807354922057604,3.80549777920049,0.016182000571709893,14
LY96,1.5618097626806037e-06,0.21258346592072552,5.356829485376304,6.06091792393498,6.2735013898557055,0.016955927417106387,78
LYAR,1.4236496682896272e-05,0.37253031738045195,3.4976315384201073,8.993626170152753,9.366156487533205,0.017323720718239614,711
LYG1,6.80788870912058e-07,0.05311764705877575,5.727865386208778,5.028639311838575,5.08175695889735,0.018186937784044836,34
LYG2,8.009280834259507e-08,1.3322676295501878e-15,7.669611957549228,2.0,2.0000000000000013,0.0,4
LYL1,2.162505825250067e-06,0.5279082732837228,6.123319557460067,6.210860766032325,6.738769039316048,0.018000233841228445,108
LYN,2.9514199874246283e-05,0.470789349898622,2.9637513303453398,9.837472205028824,10.308261554927446,0.01605282889235499,1474
LYNX1,5.306148552696923e-06,0.27121403168263924,4.262714157699826,7.736567228663189,8.007781260345828,0.017536150156629824,265
LYPD1,1.3795986237012e-05,1.0037334370285382,5.440102160442726,8.319620370309783,9.323353807338322,0.016919405711211748,689
LYPD3,1.8421345918796864e-06,0.33740600441912694,5.374961636594522,6.171318782616071,6.508724787035198,0.017838001551761375,92
LYPD5,7.008120729977069e-07,0.05228571428581308,5.692179493878044,5.072140159802109,5.1244258740879225,0.016139696262119425,35
LYPD6,5.005800521412191e-07,0.0757298044999688,6.1227630086678895,4.563856189774724,4.639585994274693,0.01889814166007556,25
LYPD6B,2.162505825250067e-06,0.555318503803683,6.30973757339357,6.1829019696559,6.738220473459583,0.017087956647407726,108
LYPLA1,5.093902610589046e-05,0.321850549637821,2.2357735555263223,10.631544927845436,10.953395477483257,0.014610652535481774,2544
LYPLA2,0.00010386034921826016,0.2538640392304732,1.603681548175742,11.4185385048901,11.672402544120573,0.012806979792156658,5187
LYPLAL1,1.411635747038238e-05,0.2255476848649245,3.145916900703424,9.129133684841051,9.354681369705975,0.016553817423869015,705
LYRM1,2.4448329746577144e-05,0.16295752715692835,2.511457399923183,9.909575469418648,10.072532996575577,0.015946995154407447,1221
LYRM2,1.948257562933625e-05,0.1434590916655516,2.699422716343659,9.636662348811816,9.780121440477368,0.016252633818578662,973
LYRM4,3.0655522393128264e-05,0.11631566248503766,2.247257368551021,10.239457757216531,10.355773419701569,0.01604135885940089,1531
LYRM5,3.261779619752184e-05,0.3227026239957418,2.596351628059996,10.108146480047827,10.430849104043569,0.01622574566375251,1629
LYRM7,6.147123040294171e-06,0.27935258279702957,4.10672595702434,7.9354998534923595,8.214852436289389,0.017357243576757785,307
LYRM9,1.4236496682896272e-05,0.24481264230288957,3.1800138897487913,9.121089526721576,9.365902169024466,0.01685208875621141,711
LYSMD1,6.607656688264093e-06,0.18926382474661096,3.8020209016558946,8.125383502111491,8.314647326858102,0.017707007210843173,330
LYSMD2,4.86563810681265e-05,0.26890475450813867,2.1652693379864534,10.632472714399528,10.901377468907667,0.014587544367802878,2430
LYSMD3,2.482877058620447e-05,0.4038741451922352,2.998273056333548,9.687628795604711,10.091502940796946,0.01628843806196651,1240
LYSMD4,2.142482623164418e-06,0.10999963987667627,4.704594859362188,6.615207406921456,6.725207046798133,0.017584649268197697,107
LYST,1.5217633585093062e-05,0.24342411826496857,3.1350203522736053,9.211429782023176,9.454853900288144,0.01656510834504894,760
LYVE1,6.00696062569463e-07,0.754096250072144,9.090261067672692,4.148394345536403,4.902490595608547,0.017338973432206778,30
LYZ,0.00010127735614921145,4.838168307116178,32.06517756692268,6.812221537336462,11.65038984445264,0.013438728156989257,5058
LYZL2,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
LZIC,2.8012459717822622e-05,0.25985042598064645,2.614373757604578,9.983453737094202,10.243304163074848,0.015858712705083367,1399
LZTFL1,1.3435568599470323e-05,0.2552725157114235,3.2607315725868973,9.033204658923474,9.288477174634897,0.017202792255661407,671
LZTR1,2.1324710221215936e-05,0.16459717303361465,2.6369774200771676,9.732259989272947,9.896857162306562,0.017489683540000196,1065
